# source, target, width, color
452,431,5.70863676071167,"#737373
"
452,658,5.992538928985596,"#767676
"
452,579,5.992538928985596,"#767676
"
452,66,8.297085762023926,"#909090
"
452,351,9.144049644470215,"#959595
"
452,69,5.4665846824646,"#707070
"
452,16,7.838186264038086,"#8c8c8c
"
452,662,9.898229598999023,"#9a9a9a
"
454,264,2.9200971126556396,"#444444
"
454,146,5.843801498413086,"#757575
"
454,267,7.348709583282471,"#868686
"
455,458,4.044195652008057,"#5a5a5a
"
456,250,4.5204668045043945,"#626262
"
457,250,5.093043804168701,"#6c6c6c
"
457,460,4.337006568908691,"#5f5f5f
"
461,562,4.773860931396484,"#676767
"
461,563,2.9932947158813477,"#474747
"
462,461,3.7690048217773438,"#555555
"
463,523,2.8946847915649414,"#434343
"
466,537,3.5671980381011963,"#515151
"
467,620,4.029119491577148,"#5a5a5a
"
468,224,3.3296074867248535,"#4d4d4d
"
468,467,3.4451332092285156,"#4f4f4f
"
469,619,4.509931564331055,"#626262
"
470,469,4.044195652008057,"#5a5a5a
"
470,557,2.589315414428711,"#373737
"
471,221,3.948106050491333,"#585858
"
471,617,4.638898849487305,"#646464
"
472,435,3.9045114517211914,"#575757
"
473,552,5.53869104385376,"#717171
"
474,607,4.333373546600342,"#5f5f5f
"
476,710,7.348709583282471,"#868686
"
476,691,4.742799758911133,"#666666
"
477,127,7.910293102264404,"#8d8d8d
"
478,475,7.117119789123535,"#838383
"
479,352,6.058424472808838,"#777777
"
479,270,6.110171794891357,"#787878
"
479,432,6.04965877532959,"#777777
"
479,658,5.897810459136963,"#757575
"
479,349,6.895709991455078,"#818181
"
479,579,5.380621910095215,"#6f6f6f
"
479,283,5.436893463134766,"#707070
"
481,654,5.415402889251709,"#707070
"
481,712,5.575451374053955,"#727272
"
481,57,3.601710557937622,"#525252
"
481,480,7.66343355178833,"#8a8a8a
"
481,10,6.192458152770996,"#797979
"
482,574,5.788661003112793,"#747474
"
482,287,12.328969955444336,"#aaaaaa
"
482,159,6.851597785949707,"#808080
"
483,430,7.593306541442871,"#898989
"
484,716,6.713039875030518,"#7f7f7f
"
484,162,7.419402122497559,"#878787
"
484,70,6.387853145599365,"#7b7b7b
"
484,452,6.2063140869140625,"#797979
"
484,16,5.556222915649414,"#717171
"
484,707,5.556222915649414,"#717171
"
484,714,5.359979629516602,"#6f6f6f
"
484,653,8.889513969421387,"#949494
"
485,14,5.524835586547852,"#717171
"
485,714,5.621260166168213,"#727272
"
485,162,5.6469926834106445,"#727272
"
485,665,5.498537540435791,"#717171
"
485,712,6.423764705657959,"#7b7b7b
"
485,720,6.129400253295898,"#787878
"
485,653,6.080480575561523,"#787878
"
485,144,6.029299259185791,"#777777
"
485,214,5.709767818450928,"#737373
"
485,715,9.667013168334961,"#999999
"
485,746,6.888075351715088,"#818181
"
485,60,4.699204921722412,"#666666
"
485,484,7.6159281730651855,"#898989
"
485,407,5.922976970672607,"#767676
"
485,486,5.753597259521484,"#747474
"
485,654,7.113443851470947,"#838383
"
485,66,6.593427658081055,"#7d7d7d
"
485,716,6.004415512084961,"#777777
"
485,272,6.004415512084961,"#777777
"
486,145,5.79035758972168,"#747474
"
486,653,6.224128723144531,"#797979
"
486,484,5.37524938583374,"#6f6f6f
"
486,399,5.4510321617126465,"#707070
"
486,745,6.535459518432617,"#7d7d7d
"
486,162,7.619604110717773,"#898989
"
486,716,6.270503044128418,"#7a7a7a
"
486,282,6.308111667633057,"#7a7a7a
"
486,215,8.377962112426758,"#909090
"
487,111,10.543746948242188,"#9e9e9e
"
487,709,7.593306541442871,"#898989
"
488,487,7.593306541442871,"#898989
"
488,709,14.021238327026367,"#b4b4b4
"
489,459,5.227643013000488,"#6e6e6e
"
489,451,4.931346416473389,"#6a6a6a
"
490,700,9.564802169799805,"#989898
"
491,715,4.7186408042907715,"#666666
"
492,664,4.753880023956299,"#676767
"
494,493,3.8142342567443848,"#565656
"
494,87,2.7471923828125,"#3d3d3d
"
494,86,10.605769157409668,"#9f9f9f
"
495,75,3.5619304180145264,"#515151
"
496,450,4.04038143157959,"#5a5a5a
"
497,543,4.810915946960449,"#686868
"
497,498,3.791710376739502,"#555555
"
499,514,4.626183986663818,"#646464
"
501,579,6.608980178833008,"#7e7e7e
"
503,11,2.718656301498413,"#3c3c3c
"
505,215,2.535029411315918,"#353535
"
506,215,6.322249889373779,"#7a7a7a
"
507,111,4.540992736816406,"#636363
"
511,151,3.540133237838745,"#515151
"
512,509,3.742121458053589,"#545454
"
513,183,2.8539071083068848,"#414141
"
516,741,4.6468915939331055,"#656565
"
516,124,4.791661739349365,"#676767
"
517,149,5.348386287689209,"#6f6f6f
"
518,519,3.7223222255706787,"#545454
"
519,379,5.191448211669922,"#6d6d6d
"
520,492,2.6781318187713623,"#3a3a3a
"
521,694,5.298901081085205,"#6e6e6e
"
522,288,4.9880194664001465,"#6b6b6b
"
522,324,5.160060405731201,"#6d6d6d
"
524,517,2.4213919639587402,"#313131
"
525,427,5.0687255859375,"#6c6c6c
"
526,525,5.808172225952148,"#747474
"
527,522,5.1298041343688965,"#6c6c6c
"
529,366,3.1187186241149902,"#494949
"
531,526,6.3315815925598145,"#7a7a7a
"
532,499,2.8802480697631836,"#424242
"
533,711,6.412171363830566,"#7b7b7b
"
533,702,8.317428588867188,"#909090
"
534,481,7.064806938171387,"#838383
"
534,278,6.343174934387207,"#7b7b7b
"
534,535,7.88767147064209,"#8c8c8c
"
535,197,5.803365230560303,"#747474
"
536,47,5.9031829833984375,"#757575
"
536,578,5.532187461853027,"#717171
"
537,278,5.871230125427246,"#757575
"
537,473,5.375532150268555,"#6f6f6f
"
538,716,5.5533952713012695,"#717171
"
539,254,6.499264717102051,"#7c7c7c
"
539,255,4.021671772003174,"#595959
"
539,120,6.1901960372924805,"#797979
"
540,490,5.855112075805664,"#757575
"
540,539,5.5596160888671875,"#717171
"
541,68,5.5757341384887695,"#727272
"
542,435,5.69393253326416,"#737373
"
543,295,4.331920146942139,"#5f5f5f
"
544,666,5.637943744659424,"#727272
"
544,449,6.570240497589111,"#7d7d7d
"
544,315,6.34147834777832,"#7b7b7b
"
545,707,5.353758811950684,"#6f6f6f
"
545,379,5.543498516082764,"#717171
"
545,733,4.772770881652832,"#676767
"
547,726,3.5081636905670166,"#505050
"
548,549,3.8009743690490723,"#555555
"
550,555,1.92362380027771,"#1e1e1e
"
551,746,5.153556823730469,"#6d6d6d
"
552,553,5.852849960327148,"#757575
"
554,10,4.667053699493408,"#656565
"
556,557,2.6799890995025635,"#3b3b3b
"
558,561,5.628612518310547,"#727272
"
560,151,4.984386444091797,"#6b6b6b
"
561,674,3.9955151081085205,"#595959
"
562,94,4.509931564331055,"#626262
"
563,447,3.5361368656158447,"#515151
"
564,430,4.173526763916016,"#5c5c5c
"
565,564,1.0,"#000000
"
566,560,9.003633499145508,"#949494
"
568,567,4.906461238861084,"#696969
"
568,12,5.281086444854736,"#6e6e6e
"
569,453,5.817220687866211,"#747474
"
570,638,5.699305057525635,"#737373
"
571,163,5.875754356384277,"#757575
"
571,157,5.535580635070801,"#717171
"
571,660,5.478460788726807,"#717171
"
571,51,5.45697021484375,"#707070
"
571,344,7.194316387176514,"#848484
"
571,661,6.630753517150879,"#7e7e7e
"
571,574,6.256929874420166,"#7a7a7a
"
571,400,6.019402027130127,"#777777
"
571,119,5.426148414611816,"#707070
"
571,482,5.371573448181152,"#6f6f6f
"
571,346,8.185943603515625,"#8f8f8f
"
571,54,8.59925365447998,"#929292
"
571,695,7.027764320373535,"#828282
"
571,287,11.9881010055542,"#a8a8a8
"
571,760,5.527097702026367,"#717171
"
572,455,4.997282981872559,"#6b6b6b
"
572,585,4.029119491577148,"#5a5a5a
"
573,576,8.640932083129883,"#929292
"
573,65,10.431612968444824,"#9e9e9e
"
575,351,9.883840560913086,"#9a9a9a
"
575,155,5.561595439910889,"#717171
"
575,15,5.561595439910889,"#717171
"
575,579,9.342517852783203,"#979797
"
575,650,7.5718159675598145,"#898989
"
575,54,6.116109848022461,"#787878
"
575,574,5.808172225952148,"#747474
"
575,658,6.670624256134033,"#7e7e7e
"
575,420,5.725320339202881,"#737373
"
575,66,5.690822124481201,"#737373
"
576,65,11.274110794067383,"#a3a3a3
"
577,483,7.093367099761963,"#838383
"
577,53,15.859092712402344,"#bfbfbf
"
577,430,7.378965854644775,"#878787
"
579,574,8.879094123840332,"#949494
"
579,159,7.665412902832031,"#8a8a8a
"
579,482,7.261332988739014,"#858585
"
579,15,5.346124172210693,"#6f6f6f
"
579,54,13.296149253845215,"#b0b0b0
"
579,287,11.117816925048828,"#a2a2a2
"
579,420,7.607728004455566,"#898989
"
580,122,5.363090515136719,"#6f6f6f
"
580,287,11.069191932678223,"#a2a2a2
"
580,344,5.504758834838867,"#717171
"
580,200,5.504758834838867,"#717171
"
580,54,5.504758834838867,"#717171
"
580,630,5.504758834838867,"#717171
"
580,330,6.123461723327637,"#787878
"
580,353,6.001021862030029,"#777777
"
580,482,6.277572154998779,"#7a7a7a
"
580,159,6.250709056854248,"#797979
"
580,607,6.851315021514893,"#808080
"
580,660,7.520634174346924,"#888888
"
580,50,7.72281551361084,"#8b8b8b
"
580,579,9.530070304870605,"#989898
"
581,251,3.0682213306427,"#484848
"
583,584,5.230187892913818,"#6e6e6e
"
584,404,4.879940986633301,"#696969
"
585,586,3.827857494354248,"#565656
"
585,581,3.3701140880584717,"#4e4e4e
"
587,588,3.267666816711426,"#4c4c4c
"
589,654,5.348386287689209,"#6f6f6f
"
590,58,4.081796169281006,"#5a5a5a
"
590,59,4.788573741912842,"#676767
"
591,592,2.8900413513183594,"#434343
"
591,594,3.373202085494995,"#4e4e4e
"
593,596,3.8371214866638184,"#565656
"
595,387,5.372987270355225,"#6f6f6f
"
596,575,4.990562438964844,"#6b6b6b
"
600,679,5.658020496368408,"#737373
"
600,555,3.055143117904663,"#484848
"
602,601,4.511384963989258,"#626262
"
606,605,4.411843776702881,"#606060
"
607,353,7.199406147003174,"#848484
"
607,541,6.848204612731934,"#808080
"
607,630,5.692518711090088,"#737373
"
607,579,5.900355339050293,"#757575
"
607,203,6.843114376068115,"#808080
"
607,433,6.288600444793701,"#7a7a7a
"
607,200,6.172664165496826,"#797979
"
608,72,6.855273723602295,"#808080
"
608,25,6.257495403289795,"#7a7a7a
"
608,26,9.380722999572754,"#979797
"
610,274,3.815324068069458,"#565656
"
611,248,1.559091567993164,"#121212
"
612,141,3.4431350231170654,"#4f4f4f
"
614,683,3.684358596801758,"#535353
"
615,542,2.7552127838134766,"#3d3d3d
"
618,318,6.2379841804504395,"#797979
"
619,707,4.501394271850586,"#626262
"
621,623,3.0971028804779053,"#494949
"
621,622,3.5007164478302,"#505050
"
625,15,7.246912002563477,"#858585
"
626,502,4.352627754211426,"#5f5f5f
"
628,455,4.966948509216309,"#6a6a6a
"
628,489,6.181995391845703,"#797979
"
628,138,11.701313972473145,"#a6a6a6
"
629,424,5.179571628570557,"#6d6d6d
"
629,369,3.5259649753570557,"#505050
"
630,69,6.01770544052124,"#777777
"
630,579,7.286499977111816,"#858585
"
630,657,7.459838390350342,"#878787
"
631,16,5.95068883895874,"#767676
"
632,633,4.5963945388793945,"#646464
"
633,371,5.560464382171631,"#717171
"
634,107,4.70211124420166,"#666666
"
634,723,5.256768226623535,"#6e6e6e
"
635,636,1.6961467266082764,"#161616
"
636,604,5.153556823730469,"#6d6d6d
"
636,430,5.808172225952148,"#747474
"
637,422,4.509931564331055,"#626262
"
638,711,6.194720268249512,"#797979
"
638,413,7.838186264038086,"#8c8c8c
"
639,20,5.1874895095825195,"#6d6d6d
"
642,182,4.3279242515563965,"#5f5f5f
"
642,641,2.9677135944366455,"#464646
"
644,640,4.785122871398926,"#676767
"
645,20,9.667013168334961,"#999999
"
646,702,5.164019584655762,"#6d6d6d
"
647,669,5.808172225952148,"#747474
"
647,609,4.082522869110107,"#5a5a5a
"
649,435,6.855273723602295,"#808080
"
650,327,7.213544845581055,"#858585
"
650,351,5.905728340148926,"#757575
"
651,401,5.442831993103027,"#707070
"
651,652,7.425622940063477,"#878787
"
651,535,7.090539455413818,"#838383
"
651,278,7.757879257202148,"#8b8b8b
"
651,139,7.840165615081787,"#8c8c8c
"
651,399,5.701284408569336,"#737373
"
651,534,7.44372034072876,"#878787
"
652,535,6.788822650909424,"#808080
"
652,480,5.89950704574585,"#757575
"
652,654,5.633702278137207,"#727272
"
652,534,7.719987869262695,"#8a8a8a
"
652,145,5.622108459472656,"#727272
"
652,13,5.410313129425049,"#707070
"
652,714,5.403809547424316,"#707070
"
652,481,7.260201930999756,"#858585
"
653,714,8.78581428527832,"#939393
"
653,333,5.569796085357666,"#727272
"
653,399,6.722653865814209,"#7f7f7f
"
653,705,6.37088680267334,"#7b7b7b
"
654,703,8.031634330749512,"#8e8e8e
"
654,717,8.01575756072998,"#8e8e8e
"
654,708,6.483994960784912,"#7c7c7c
"
654,333,6.494174957275391,"#7c7c7c
"
654,745,7.078945636749268,"#838383
"
654,653,6.101688385009766,"#787878
"
654,434,6.8351969718933105,"#808080
"
654,714,7.427037239074707,"#878787
"
655,236,7.493205547332764,"#888888
"
656,215,6.02731990814209,"#777777
"
656,272,5.901203632354736,"#757575
"
656,484,5.472805500030518,"#707070
"
656,486,7.507627010345459,"#888888
"
656,653,7.434954643249512,"#878787
"
656,162,7.2177863121032715,"#858585
"
656,720,6.203203201293945,"#797979
"
657,660,6.451759338378906,"#7c7c7c
"
657,69,5.521724700927734,"#717171
"
657,207,4.571145534515381,"#636363
"
657,287,5.7530317306518555,"#747474
"
657,270,6.088681221008301,"#787878
"
657,579,6.524148464202881,"#7d7d7d
"
658,429,8.219683647155762,"#8f8f8f
"
658,344,5.376945972442627,"#6f6f6f
"
658,353,5.852849960327148,"#757575
"
658,657,5.415402889251709,"#707070
"
658,579,7.078662872314453,"#838383
"
658,630,7.459838390350342,"#878787
"
659,160,7.3888630867004395,"#878787
"
659,655,7.458707332611084,"#878787
"
659,236,7.750244617462158,"#8b8b8b
"
659,98,3.9797122478485107,"#595959
"
659,240,5.440003871917725,"#707070
"
659,704,5.411444187164307,"#707070
"
659,237,5.549153804779053,"#717171
"
659,28,5.453011512756348,"#707070
"
659,234,7.558525562286377,"#898989
"
659,34,5.873775005340576,"#757575
"
659,232,6.296517848968506,"#7a7a7a
"
659,32,5.809868812561035,"#747474
"
659,31,5.554809093475342,"#717171
"
659,239,5.600052356719971,"#727272
"
659,233,5.734086036682129,"#737373
"
659,241,5.371290683746338,"#6f6f6f
"
660,287,8.762494087219238,"#939393
"
661,287,6.97121000289917,"#828282
"
661,217,3.8207733631134033,"#565656
"
661,351,5.650951385498047,"#737373
"
661,54,5.638509273529053,"#727272
"
661,400,5.989994049072266,"#767676
"
663,155,5.380621910095215,"#6f6f6f
"
663,163,6.214514255523682,"#797979
"
663,657,6.761959075927734,"#7f7f7f
"
663,202,6.845942497253418,"#808080
"
663,630,6.9053239822387695,"#818181
"
663,68,7.435237407684326,"#878787
"
663,328,7.076117992401123,"#838383
"
663,200,7.849497318267822,"#8c8c8c
"
664,203,5.869533538818359,"#757575
"
664,574,5.808172225952148,"#747474
"
664,287,6.2764410972595215,"#7a7a7a
"
664,54,5.415402889251709,"#707070
"
664,22,5.39504337310791,"#707070
"
665,484,6.639801979064941,"#7e7e7e
"
665,162,6.9157867431640625,"#818181
"
665,653,6.340064525604248,"#7b7b7b
"
666,315,6.1760573387146,"#797979
"
666,449,5.868119716644287,"#757575
"
667,27,6.958202362060547,"#828282
"
667,32,5.637378215789795,"#727272
"
667,33,6.05983829498291,"#777777
"
667,31,5.688277244567871,"#737373
"
667,35,6.91946268081665,"#818181
"
667,28,6.2213006019592285,"#797979
"
667,233,6.124310493469238,"#787878
"
670,439,10.176084518432617,"#9c9c9c
"
670,453,5.844649791717529,"#757575
"
672,685,3.7072458267211914,"#545454
"
673,676,7.721401691436768,"#8a8a8a
"
674,447,5.900355339050293,"#757575
"
675,676,3.7699131965637207,"#555555
"
676,674,3.639310836791992,"#525252
"
676,671,2.966953754425049,"#464646
"
677,678,3.7348556518554688,"#545454
"
677,544,4.181155681610107,"#5c5c5c
"
679,306,3.797523021697998,"#555555
"
679,307,4.176069736480713,"#5c5c5c
"
679,681,6.327622890472412,"#7a7a7a
"
680,56,3.196643829345703,"#4b4b4b
"
681,133,4.398220539093018,"#606060
"
681,132,3.7926185131073,"#555555
"
682,237,5.095588684082031,"#6c6c6c
"
684,683,7.378965854644775,"#878787
"
685,250,5.054869651794434,"#6c6c6c
"
686,581,3.078756809234619,"#484848
"
687,372,3.9045114517211914,"#575757
"
687,405,9.0939359664917,"#959595
"
687,428,5.812130928039551,"#747474
"
687,406,5.715705871582031,"#737373
"
688,246,5.747659206390381,"#747474
"
688,475,9.667013168334961,"#999999
"
688,202,7.1371965408325195,"#848484
"
689,680,3.576098680496216,"#515151
"
690,432,2.9489710330963135,"#454545
"
691,688,5.808172225952148,"#747474
"
691,270,5.950971603393555,"#767676
"
691,475,7.807364463806152,"#8b8b8b
"
692,160,5.745114326477051,"#747474
"
692,725,3.741758346557617,"#545454
"
692,245,6.588620662689209,"#7d7d7d
"
692,738,5.730127334594727,"#737373
"
693,545,7.052648067474365,"#838383
"
693,244,6.3018903732299805,"#7a7a7a
"
693,692,5.952668190002441,"#767676
"
694,579,5.973310470581055,"#767676
"
694,69,5.930329322814941,"#767676
"
694,287,6.469573974609375,"#7c7c7c
"
694,54,5.477329730987549,"#717171
"
694,155,5.477329730987549,"#717171
"
696,54,6.004415512084961,"#777777
"
696,344,5.931177616119385,"#767676
"
698,162,5.405223369598389,"#707070
"
698,707,6.146649360656738,"#787878
"
698,697,5.945316314697266,"#767676
"
699,111,5.879430294036865,"#757575
"
700,480,7.557111740112305,"#898989
"
700,10,5.577713489532471,"#727272
"
700,546,4.409300804138184,"#606060
"
701,70,9.054242134094238,"#959595
"
702,52,6.379369735717773,"#7b7b7b
"
702,430,5.617584228515625,"#727272
"
702,181,2.9769160747528076,"#464646
"
703,653,5.83249044418335,"#757575
"
703,70,6.385308265686035,"#7b7b7b
"
705,70,6.02477502822876,"#777777
"
706,431,5.432934761047363,"#707070
"
706,705,5.374683856964111,"#6f6f6f
"
706,378,5.41738224029541,"#707070
"
706,154,7.073573112487793,"#838383
"
707,154,5.660848140716553,"#737373
"
707,378,5.368180274963379,"#6f6f6f
"
707,706,6.470139503479004,"#7c7c7c
"
707,162,6.190761566162109,"#797979
"
707,718,5.904597282409668,"#757575
"
707,66,5.745114326477051,"#747474
"
707,282,5.687146186828613,"#737373
"
707,431,7.224289894104004,"#858585
"
707,333,7.285085678100586,"#858585
"
708,329,6.619442462921143,"#7e7e7e
"
712,10,6.097446918487549,"#787878
"
712,700,5.8913068771362305,"#757575
"
712,480,6.0680389404296875,"#777777
"
712,490,6.208858966827393,"#797979
"
714,708,5.576299667358398,"#727272
"
714,705,5.83249044418335,"#757575
"
715,484,7.91764497756958,"#8d8d8d
"
715,152,6.385873794555664,"#7b7b7b
"
715,452,8.709403991699219,"#929292
"
715,720,5.549153804779053,"#717171
"
715,332,6.74442720413208,"#7f7f7f
"
715,716,7.731016159057617,"#8b8b8b
"
715,654,6.206879615783691,"#797979
"
715,66,5.734651565551758,"#737373
"
715,272,6.9064555168151855,"#818181
"
715,214,6.396053314208984,"#7b7b7b
"
716,70,7.2698163986206055,"#858585
"
716,431,7.280561447143555,"#858585
"
716,154,5.9936699867248535,"#767676
"
716,282,9.145538330078125,"#959595
"
716,705,6.67486572265625,"#7e7e7e
"
716,718,6.282379150390625,"#7a7a7a
"
716,653,6.386722087860107,"#7b7b7b
"
716,66,7.305445194244385,"#868686
"
716,714,6.40792989730835,"#7b7b7b
"
716,351,6.5592122077941895,"#7d7d7d
"
716,329,5.397871017456055,"#707070
"
717,665,7.259919166564941,"#858585
"
717,714,7.726774215698242,"#8b8b8b
"
717,716,6.211403846740723,"#797979
"
717,70,5.934005260467529,"#767676
"
717,653,5.85482931137085,"#757575
"
717,484,5.757555961608887,"#747474
"
717,162,5.6469926834106445,"#727272
"
718,66,7.7318644523620605,"#8b8b8b
"
718,370,6.210838317871094,"#797979
"
718,22,5.513241767883301,"#717171
"
718,351,5.542084217071533,"#717171
"
718,574,5.904597282409668,"#757575
"
718,575,6.281813621520996,"#7a7a7a
"
719,330,5.654627323150635,"#737373
"
719,574,5.359131336212158,"#6f6f6f
"
719,159,7.058586120605469,"#838383
"
719,433,6.732268333435059,"#7f7f7f
"
719,287,9.376753807067871,"#979797
"
719,580,7.7027387619018555,"#8a8a8a
"
719,660,7.141720771789551,"#848484
"
719,579,7.286499977111816,"#858585
"
720,399,5.750486850738525,"#747474
"
720,282,5.834752559661865,"#757575
"
720,215,8.197355270385742,"#8f8f8f
"
720,486,7.337964057922363,"#868686
"
720,716,6.709646701812744,"#7f7f7f
"
720,162,7.701324939727783,"#8a8a8a
"
720,484,6.3372368812561035,"#7a7a7a
"
720,653,6.1319451332092285,"#787878
"
721,348,6.670341491699219,"#7e7e7e
"
721,435,6.670341491699219,"#7e7e7e
"
721,352,7.395366668701172,"#878787
"
721,479,7.620735168457031,"#898989
"
721,196,6.761959075927734,"#7f7f7f
"
721,425,7.344467639923096,"#868686
"
721,722,7.680965423583984,"#8a8a8a
"
721,487,7.527420997619629,"#888888
"
721,426,6.472684383392334,"#7c7c7c
"
721,198,6.088681221008301,"#787878
"
721,658,5.897810459136963,"#757575
"
721,136,5.587045192718506,"#727272
"
721,74,9.667013168334961,"#999999
"
721,403,7.197709560394287,"#848484
"
721,432,7.56898832321167,"#898989
"
721,349,9.820826530456543,"#9a9a9a
"
722,146,11.420977592468262,"#a4a4a4
"
722,542,5.607970237731934,"#727272
"
722,111,5.879430294036865,"#757575
"
722,349,6.393508434295654,"#7b7b7b
"
722,263,4.785122871398926,"#676767
"
722,74,9.667013168334961,"#999999
"
722,136,7.037095546722412,"#838383
"
723,287,11.407580375671387,"#a4a4a4
"
723,379,6.028168201446533,"#777777
"
723,154,5.982641696929932,"#767676
"
723,580,6.469573974609375,"#7c7c7c
"
723,205,6.304718494415283,"#7a7a7a
"
723,50,6.49983024597168,"#7c7c7c
"
723,420,6.744992733001709,"#7f7f7f
"
723,431,7.236166477203369,"#858585
"
723,482,7.6710686683654785,"#8a8a8a
"
724,736,4.356442451477051,"#5f5f5f
"
724,140,4.319023609161377,"#5f5f5f
"
727,401,5.380621910095215,"#6f6f6f
"
728,729,3.828220844268799,"#565656
"
729,160,5.020654201507568,"#6b6b6b
"
731,400,4.009683609008789,"#595959
"
732,707,4.0162224769592285,"#595959
"
734,244,5.388822555541992,"#6f6f6f
"
735,628,7.609424591064453,"#898989
"
738,543,6.449214458465576,"#7c7c7c
"
740,508,4.173526763916016,"#5c5c5c
"
743,742,4.601480484008789,"#646464
"
743,517,4.5963945388793945,"#646464
"
744,288,3.072036027908325,"#484848
"
745,705,5.620977401733398,"#727272
"
745,70,5.818351745605469,"#747474
"
746,14,5.583652019500732,"#727272
"
746,715,6.535459518432617,"#7d7d7d
"
746,616,3.650754451751709,"#535353
"
747,748,8.701961517333984,"#929292
"
748,379,4.978392124176025,"#6b6b6b
"
751,749,6.769876956939697,"#7f7f7f
"
751,697,6.240811824798584,"#797979
"
756,452,5.504758834838867,"#717171
"
757,345,6.089529514312744,"#787878
"
758,54,6.836045265197754,"#808080
"
758,597,4.300858974456787,"#5e5e5e
"
759,760,3.0629537105560303,"#484848
"
761,497,2.9083619117736816,"#434343
"
763,537,5.1905999183654785,"#6d6d6d
"
763,174,6.176340103149414,"#797979
"
763,477,4.436183929443359,"#616161
"
767,121,4.234740734100342,"#5d5d5d
"
768,691,6.664968967437744,"#7e7e7e
"
769,607,4.279243469238281,"#5e5e5e
"
771,770,2.5221123695373535,"#343434
"
771,765,2.8429317474365234,"#414141
"
771,764,4.0512800216674805,"#5a5a5a
"
772,473,5.434065818786621,"#707070
"
773,630,4.6950273513793945,"#666666
"
